Mon Nov  9 12:14:47 2020
Joystick Mode (120s)
{'Time': 9649, 'Left_wheel_dist': -4, 'Right_wheel_dist': 0, 'IMU_roll': 0.01, 'IMU_pitch': 0.01, 'IMU_yaw': 3.89, 'IMU_Acc_x': 0.30, 'IMU_Acc_y': 0.03, 'IMU_Acc_z': 9.81, 'Loop_dt': 24, 'Acc_Accu': 1141}
{'Time': 37271, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4031, 'IMU_roll': -0.02, 'IMU_pitch': 0.04, 'IMU_yaw': 3.85, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 37373, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.83, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 37475, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 3.81, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 37565, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4029, 'IMU_roll': -0.02, 'IMU_pitch': 0.04, 'IMU_yaw': 3.83, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 37667, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4029, 'IMU_roll': -0.02, 'IMU_pitch': 0.04, 'IMU_yaw': 3.85, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 37770, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4031, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 3.85, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.81, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 37872, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4031, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.85, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 37975, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4031, 'IMU_roll': -0.00, 'IMU_pitch': 0.03, 'IMU_yaw': 3.83, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.80, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 38076, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.83, 'IMU_Acc_x': 0.33, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 38167, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4029, 'IMU_roll': 0.00, 'IMU_pitch': 0.03, 'IMU_yaw': 3.81, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 38270, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.81, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 38372, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 3.83, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 38474, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 3.83, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 38577, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4029, 'IMU_roll': -0.02, 'IMU_pitch': 0.04, 'IMU_yaw': 3.84, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.80, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 38668, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 3.84, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 38770, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4029, 'IMU_roll': -0.00, 'IMU_pitch': 0.03, 'IMU_yaw': 3.83, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 38873, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 3.83, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.81, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 38974, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 3.83, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 39076, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.83, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 39168, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4029, 'IMU_roll': -0.02, 'IMU_pitch': 0.04, 'IMU_yaw': 3.83, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.81, 'Loop_dt': 22, 'Acc_Accu': 6}
{'Time': 39269, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 3.83, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 39371, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 3.84, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 39474, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4031, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 3.84, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.81, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 39576, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.84, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.82, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 39680, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 3.84, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.81, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 39771, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 3.85, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.80, 'Loop_dt': 22, 'Acc_Accu': 6}
{'Time': 39873, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4029, 'IMU_roll': 0.00, 'IMU_pitch': 0.03, 'IMU_yaw': 3.83, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 39975, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4031, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 3.84, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 40078, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4029, 'IMU_roll': -0.02, 'IMU_pitch': 0.04, 'IMU_yaw': 3.86, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.81, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 40169, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 3.84, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.82, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 40271, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 3.85, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 40374, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.84, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.81, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 40477, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.83, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 40581, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 3.85, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.81, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 40673, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 3.85, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.81, 'Loop_dt': 22, 'Acc_Accu': 6}
{'Time': 40776, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 3.85, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 40879, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 3.86, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.80, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 40970, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 3.85, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.80, 'Loop_dt': 22, 'Acc_Accu': 6}
{'Time': 41072, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 3.84, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 41175, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 3.85, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.81, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 41276, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 3.85, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.82, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 41378, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4029, 'IMU_roll': -0.02, 'IMU_pitch': 0.04, 'IMU_yaw': 3.86, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 41481, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 3.86, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.81, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 41571, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4029, 'IMU_roll': -0.00, 'IMU_pitch': 0.03, 'IMU_yaw': 3.84, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 41673, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 3.84, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 41776, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 3.84, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.81, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 41878, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 3.84, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 41980, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4031, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 3.86, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 42072, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.86, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.80, 'Loop_dt': 22, 'Acc_Accu': 6}
{'Time': 42173, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4029, 'IMU_roll': -0.00, 'IMU_pitch': 0.03, 'IMU_yaw': 3.85, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 42276, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 3.85, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.81, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 42379, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 3.84, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 42482, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4031, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 3.84, 'IMU_Acc_x': 0.33, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 42573, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.83, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 42676, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 3.84, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.81, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 42778, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4029, 'IMU_roll': -0.02, 'IMU_pitch': 0.04, 'IMU_yaw': 3.84, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 42882, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4029, 'IMU_roll': -0.00, 'IMU_pitch': 0.03, 'IMU_yaw': 3.83, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.81, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 42974, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 3.84, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.81, 'Loop_dt': 22, 'Acc_Accu': 6}
{'Time': 43077, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.85, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 43181, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 3.86, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.80, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 43282, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4031, 'IMU_roll': -0.00, 'IMU_pitch': 0.03, 'IMU_yaw': 3.85, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 43374, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4031, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 3.85, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 43478, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.83, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.81, 'Loop_dt': 23, 'Acc_Accu': 7}
{'Time': 43580, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.83, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.81, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 43683, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4029, 'IMU_roll': -0.02, 'IMU_pitch': 0.04, 'IMU_yaw': 3.84, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 43774, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.84, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 43876, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 3.84, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 43978, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.82, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 44081, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4029, 'IMU_roll': -0.02, 'IMU_pitch': 0.04, 'IMU_yaw': 3.84, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.80, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 44183, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 3.84, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 44274, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 3.85, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 44378, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 3.84, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.81, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 44481, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 3.83, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.82, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 44583, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.85, 'IMU_Acc_x': 0.31, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 44675, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 3.86, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.80, 'Loop_dt': 22, 'Acc_Accu': 6}
{'Time': 44777, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4029, 'IMU_roll': -0.02, 'IMU_pitch': 0.04, 'IMU_yaw': 3.87, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.81, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 44880, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 3.86, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 44982, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.84, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 45085, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4029, 'IMU_roll': -0.00, 'IMU_pitch': 0.03, 'IMU_yaw': 3.84, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.80, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 45176, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4029, 'IMU_roll': 0.00, 'IMU_pitch': 0.03, 'IMU_yaw': 3.83, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 45280, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 3.83, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.80, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 45382, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.84, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 45485, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4031, 'IMU_roll': -0.00, 'IMU_pitch': 0.03, 'IMU_yaw': 3.82, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.80, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 45576, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4029, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 3.85, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.81, 'Loop_dt': 22, 'Acc_Accu': 6}
{'Time': 45679, 'Left_wheel_dist': -4053, 'Right_wheel_dist': -4031, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 3.85, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.80, 'Loop_dt': 22, 'Acc_Accu': 7}
