Mon Nov  9 12:05:36 2020
Joystick Mode (120s)
{'Time': 9649, 'Left_wheel_dist': -19, 'Right_wheel_dist': -13, 'IMU_roll': -0.01, 'IMU_pitch': -0.07, 'IMU_yaw': 3.60, 'IMU_Acc_x': 0.30, 'IMU_Acc_y': 0.10, 'IMU_Acc_z': 9.81, 'Loop_dt': 24, 'Acc_Accu': 1140}
{'Time': 35571, 'Left_wheel_dist': -679, 'Right_wheel_dist': -650, 'IMU_roll': -0.00, 'IMU_pitch': 0.02, 'IMU_yaw': 3.76, 'IMU_Acc_x': 0.18, 'IMU_Acc_y': 0.01, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 35674, 'Left_wheel_dist': -679, 'Right_wheel_dist': -650, 'IMU_roll': 0.00, 'IMU_pitch': 0.02, 'IMU_yaw': 3.77, 'IMU_Acc_x': 0.18, 'IMU_Acc_y': 0.01, 'IMU_Acc_z': 9.81, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 35776, 'Left_wheel_dist': -679, 'Right_wheel_dist': -650, 'IMU_roll': 0.01, 'IMU_pitch': 0.02, 'IMU_yaw': 3.76, 'IMU_Acc_x': 0.18, 'IMU_Acc_y': 0.01, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 35878, 'Left_wheel_dist': -679, 'Right_wheel_dist': -650, 'IMU_roll': -0.00, 'IMU_pitch': 0.02, 'IMU_yaw': 3.77, 'IMU_Acc_x': 0.18, 'IMU_Acc_y': 0.02, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 35970, 'Left_wheel_dist': -679, 'Right_wheel_dist': -650, 'IMU_roll': 0.00, 'IMU_pitch': 0.02, 'IMU_yaw': 3.76, 'IMU_Acc_x': 0.18, 'IMU_Acc_y': 0.01, 'IMU_Acc_z': 9.81, 'Loop_dt': 22, 'Acc_Accu': 6}
{'Time': 36071, 'Left_wheel_dist': -679, 'Right_wheel_dist': -650, 'IMU_roll': -0.00, 'IMU_pitch': 0.02, 'IMU_yaw': 3.77, 'IMU_Acc_x': 0.18, 'IMU_Acc_y': 0.01, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 36173, 'Left_wheel_dist': -679, 'Right_wheel_dist': -650, 'IMU_roll': -0.00, 'IMU_pitch': 0.02, 'IMU_yaw': 3.77, 'IMU_Acc_x': 0.18, 'IMU_Acc_y': 0.01, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 36276, 'Left_wheel_dist': -679, 'Right_wheel_dist': -650, 'IMU_roll': 0.00, 'IMU_pitch': 0.02, 'IMU_yaw': 3.76, 'IMU_Acc_x': 0.18, 'IMU_Acc_y': 0.01, 'IMU_Acc_z': 9.81, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 36378, 'Left_wheel_dist': -679, 'Right_wheel_dist': -650, 'IMU_roll': -0.00, 'IMU_pitch': 0.02, 'IMU_yaw': 3.77, 'IMU_Acc_x': 0.18, 'IMU_Acc_y': 0.01, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 36469, 'Left_wheel_dist': -679, 'Right_wheel_dist': -650, 'IMU_roll': 0.00, 'IMU_pitch': 0.02, 'IMU_yaw': 3.76, 'IMU_Acc_x': 0.18, 'IMU_Acc_y': 0.01, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 36572, 'Left_wheel_dist': -679, 'Right_wheel_dist': -650, 'IMU_roll': 0.00, 'IMU_pitch': 0.02, 'IMU_yaw': 3.76, 'IMU_Acc_x': 0.18, 'IMU_Acc_y': 0.01, 'IMU_Acc_z': 9.81, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 36674, 'Left_wheel_dist': -679, 'Right_wheel_dist': -650, 'IMU_roll': 0.00, 'IMU_pitch': 0.02, 'IMU_yaw': 3.76, 'IMU_Acc_x': 0.17, 'IMU_Acc_y': 0.01, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 36776, 'Left_wheel_dist': -679, 'Right_wheel_dist': -650, 'IMU_roll': -0.00, 'IMU_pitch': 0.02, 'IMU_yaw': 3.77, 'IMU_Acc_x': 0.17, 'IMU_Acc_y': 0.01, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 36878, 'Left_wheel_dist': -679, 'Right_wheel_dist': -650, 'IMU_roll': 0.00, 'IMU_pitch': 0.02, 'IMU_yaw': 3.76, 'IMU_Acc_x': 0.17, 'IMU_Acc_y': 0.01, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 36968, 'Left_wheel_dist': -679, 'Right_wheel_dist': -650, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.78, 'IMU_Acc_x': 0.17, 'IMU_Acc_y': 0.01, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 37070, 'Left_wheel_dist': -679, 'Right_wheel_dist': -650, 'IMU_roll': 0.00, 'IMU_pitch': 0.02, 'IMU_yaw': 3.75, 'IMU_Acc_x': 0.18, 'IMU_Acc_y': 0.01, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 37173, 'Left_wheel_dist': -679, 'Right_wheel_dist': -650, 'IMU_roll': 0.01, 'IMU_pitch': 0.02, 'IMU_yaw': 3.75, 'IMU_Acc_x': 0.18, 'IMU_Acc_y': 0.00, 'IMU_Acc_z': 9.80, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 37275, 'Left_wheel_dist': -679, 'Right_wheel_dist': -650, 'IMU_roll': 0.01, 'IMU_pitch': 0.02, 'IMU_yaw': 3.75, 'IMU_Acc_x': 0.18, 'IMU_Acc_y': 0.01, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 37378, 'Left_wheel_dist': -679, 'Right_wheel_dist': -650, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.78, 'IMU_Acc_x': 0.18, 'IMU_Acc_y': 0.01, 'IMU_Acc_z': 9.81, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 37479, 'Left_wheel_dist': -679, 'Right_wheel_dist': -650, 'IMU_roll': 0.01, 'IMU_pitch': 0.02, 'IMU_yaw': 3.75, 'IMU_Acc_x': 0.18, 'IMU_Acc_y': 0.01, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 37570, 'Left_wheel_dist': -679, 'Right_wheel_dist': -650, 'IMU_roll': -0.00, 'IMU_pitch': 0.03, 'IMU_yaw': 3.76, 'IMU_Acc_x': 0.19, 'IMU_Acc_y': 0.01, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 37672, 'Left_wheel_dist': -679, 'Right_wheel_dist': -650, 'IMU_roll': -0.00, 'IMU_pitch': 0.02, 'IMU_yaw': 3.76, 'IMU_Acc_x': 0.17, 'IMU_Acc_y': 0.02, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 37774, 'Left_wheel_dist': -679, 'Right_wheel_dist': -650, 'IMU_roll': -0.00, 'IMU_pitch': 0.02, 'IMU_yaw': 3.76, 'IMU_Acc_x': 0.18, 'IMU_Acc_y': 0.01, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 37876, 'Left_wheel_dist': -679, 'Right_wheel_dist': -650, 'IMU_roll': 0.00, 'IMU_pitch': 0.02, 'IMU_yaw': 3.75, 'IMU_Acc_x': 0.18, 'IMU_Acc_y': 0.01, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 37979, 'Left_wheel_dist': -679, 'Right_wheel_dist': -650, 'IMU_roll': -0.00, 'IMU_pitch': 0.02, 'IMU_yaw': 3.75, 'IMU_Acc_x': 0.18, 'IMU_Acc_y': 0.01, 'IMU_Acc_z': 9.81, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 38070, 'Left_wheel_dist': -679, 'Right_wheel_dist': -650, 'IMU_roll': -0.00, 'IMU_pitch': 0.03, 'IMU_yaw': 3.76, 'IMU_Acc_x': 0.18, 'IMU_Acc_y': 0.01, 'IMU_Acc_z': 9.80, 'Loop_dt': 22, 'Acc_Accu': 6}
{'Time': 38172, 'Left_wheel_dist': -679, 'Right_wheel_dist': -650, 'IMU_roll': -0.00, 'IMU_pitch': 0.02, 'IMU_yaw': 3.76, 'IMU_Acc_x': 0.18, 'IMU_Acc_y': 0.01, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 38275, 'Left_wheel_dist': -679, 'Right_wheel_dist': -650, 'IMU_roll': -0.00, 'IMU_pitch': 0.02, 'IMU_yaw': 3.76, 'IMU_Acc_x': 0.19, 'IMU_Acc_y': 0.00, 'IMU_Acc_z': 9.80, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 38376, 'Left_wheel_dist': -679, 'Right_wheel_dist': -650, 'IMU_roll': 0.01, 'IMU_pitch': 0.02, 'IMU_yaw': 3.75, 'IMU_Acc_x': 0.17, 'IMU_Acc_y': 0.02, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 38478, 'Left_wheel_dist': -679, 'Right_wheel_dist': -650, 'IMU_roll': -0.00, 'IMU_pitch': 0.02, 'IMU_yaw': 3.76, 'IMU_Acc_x': 0.17, 'IMU_Acc_y': 0.01, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 38581, 'Left_wheel_dist': -679, 'Right_wheel_dist': -650, 'IMU_roll': 0.00, 'IMU_pitch': 0.02, 'IMU_yaw': 3.76, 'IMU_Acc_x': 0.17, 'IMU_Acc_y': 0.02, 'IMU_Acc_z': 9.81, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 38671, 'Left_wheel_dist': -679, 'Right_wheel_dist': -650, 'IMU_roll': 0.00, 'IMU_pitch': 0.02, 'IMU_yaw': 3.76, 'IMU_Acc_x': 0.18, 'IMU_Acc_y': 0.00, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 38773, 'Left_wheel_dist': -679, 'Right_wheel_dist': -650, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.77, 'IMU_Acc_x': 0.18, 'IMU_Acc_y': 0.00, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 38876, 'Left_wheel_dist': -679, 'Right_wheel_dist': -650, 'IMU_roll': -0.00, 'IMU_pitch': 0.02, 'IMU_yaw': 3.77, 'IMU_Acc_x': 0.18, 'IMU_Acc_y': 0.01, 'IMU_Acc_z': 9.81, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 38978, 'Left_wheel_dist': -679, 'Right_wheel_dist': -650, 'IMU_roll': 0.01, 'IMU_pitch': 0.02, 'IMU_yaw': 3.75, 'IMU_Acc_x': 0.18, 'IMU_Acc_y': 0.00, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 39080, 'Left_wheel_dist': -679, 'Right_wheel_dist': -650, 'IMU_roll': -0.00, 'IMU_pitch': 0.02, 'IMU_yaw': 3.75, 'IMU_Acc_x': 0.18, 'IMU_Acc_y': 0.01, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 39172, 'Left_wheel_dist': -679, 'Right_wheel_dist': -650, 'IMU_roll': -0.00, 'IMU_pitch': 0.02, 'IMU_yaw': 3.77, 'IMU_Acc_x': 0.17, 'IMU_Acc_y': 0.02, 'IMU_Acc_z': 9.81, 'Loop_dt': 22, 'Acc_Accu': 6}
{'Time': 39273, 'Left_wheel_dist': -679, 'Right_wheel_dist': -650, 'IMU_roll': 0.01, 'IMU_pitch': 0.02, 'IMU_yaw': 3.75, 'IMU_Acc_x': 0.18, 'IMU_Acc_y': 0.00, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 39375, 'Left_wheel_dist': -679, 'Right_wheel_dist': -650, 'IMU_roll': 0.00, 'IMU_pitch': 0.02, 'IMU_yaw': 3.77, 'IMU_Acc_x': 0.17, 'IMU_Acc_y': 0.01, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 39478, 'Left_wheel_dist': -679, 'Right_wheel_dist': -650, 'IMU_roll': 0.01, 'IMU_pitch': 0.02, 'IMU_yaw': 3.76, 'IMU_Acc_x': 0.18, 'IMU_Acc_y': 0.02, 'IMU_Acc_z': 9.82, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 39580, 'Left_wheel_dist': -679, 'Right_wheel_dist': -650, 'IMU_roll': -0.00, 'IMU_pitch': 0.02, 'IMU_yaw': 3.77, 'IMU_Acc_x': 0.17, 'IMU_Acc_y': 0.02, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 39671, 'Left_wheel_dist': -679, 'Right_wheel_dist': -650, 'IMU_roll': 0.01, 'IMU_pitch': 0.02, 'IMU_yaw': 3.76, 'IMU_Acc_x': 0.17, 'IMU_Acc_y': 0.01, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 39774, 'Left_wheel_dist': -679, 'Right_wheel_dist': -650, 'IMU_roll': 0.01, 'IMU_pitch': 0.02, 'IMU_yaw': 3.77, 'IMU_Acc_x': 0.18, 'IMU_Acc_y': 0.02, 'IMU_Acc_z': 9.81, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 39876, 'Left_wheel_dist': -679, 'Right_wheel_dist': -650, 'IMU_roll': -0.00, 'IMU_pitch': 0.02, 'IMU_yaw': 3.77, 'IMU_Acc_x': 0.18, 'IMU_Acc_y': 0.02, 'IMU_Acc_z': 9.82, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 39979, 'Left_wheel_dist': -679, 'Right_wheel_dist': -650, 'IMU_roll': -0.00, 'IMU_pitch': 0.03, 'IMU_yaw': 3.77, 'IMU_Acc_x': 0.19, 'IMU_Acc_y': -0.01, 'IMU_Acc_z': 9.81, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 40080, 'Left_wheel_dist': -679, 'Right_wheel_dist': -650, 'IMU_roll': 0.01, 'IMU_pitch': 0.02, 'IMU_yaw': 3.75, 'IMU_Acc_x': 0.18, 'IMU_Acc_y': 0.01, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 40182, 'Left_wheel_dist': -679, 'Right_wheel_dist': -650, 'IMU_roll': 0.01, 'IMU_pitch': 0.02, 'IMU_yaw': 3.75, 'IMU_Acc_x': 0.18, 'IMU_Acc_y': 0.01, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 40273, 'Left_wheel_dist': -679, 'Right_wheel_dist': -650, 'IMU_roll': 0.01, 'IMU_pitch': 0.02, 'IMU_yaw': 3.75, 'IMU_Acc_x': 0.18, 'IMU_Acc_y': 0.01, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 40375, 'Left_wheel_dist': -679, 'Right_wheel_dist': -650, 'IMU_roll': 0.00, 'IMU_pitch': 0.02, 'IMU_yaw': 3.76, 'IMU_Acc_x': 0.20, 'IMU_Acc_y': -0.02, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 40477, 'Left_wheel_dist': -679, 'Right_wheel_dist': -650, 'IMU_roll': -0.00, 'IMU_pitch': 0.03, 'IMU_yaw': 3.76, 'IMU_Acc_x': 0.19, 'IMU_Acc_y': 0.00, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 40580, 'Left_wheel_dist': -679, 'Right_wheel_dist': -650, 'IMU_roll': -0.00, 'IMU_pitch': 0.02, 'IMU_yaw': 3.76, 'IMU_Acc_x': 0.19, 'IMU_Acc_y': -0.01, 'IMU_Acc_z': 9.80, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 40681, 'Left_wheel_dist': -679, 'Right_wheel_dist': -650, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.76, 'IMU_Acc_x': 0.17, 'IMU_Acc_y': 0.03, 'IMU_Acc_z': 9.82, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 40783, 'Left_wheel_dist': -679, 'Right_wheel_dist': -650, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.77, 'IMU_Acc_x': 0.21, 'IMU_Acc_y': -0.03, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 40875, 'Left_wheel_dist': -679, 'Right_wheel_dist': -648, 'IMU_roll': -0.03, 'IMU_pitch': 0.04, 'IMU_yaw': 3.77, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.20, 'IMU_Acc_z': 9.80, 'Loop_dt': 22, 'Acc_Accu': 6}
{'Time': 40977, 'Left_wheel_dist': -679, 'Right_wheel_dist': -642, 'IMU_roll': -0.03, 'IMU_pitch': 0.03, 'IMU_yaw': 3.74, 'IMU_Acc_x': 0.33, 'IMU_Acc_y': -0.24, 'IMU_Acc_z': 9.78, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 41080, 'Left_wheel_dist': -679, 'Right_wheel_dist': -635, 'IMU_roll': 0.02, 'IMU_pitch': 0.02, 'IMU_yaw': 3.75, 'IMU_Acc_x': 0.19, 'IMU_Acc_y': 0.10, 'IMU_Acc_z': 9.78, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 41184, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.01, 'IMU_pitch': 0.02, 'IMU_yaw': 3.76, 'IMU_Acc_x': 0.21, 'IMU_Acc_y': 0.04, 'IMU_Acc_z': 9.83, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 41275, 'Left_wheel_dist': -679, 'Right_wheel_dist': -628, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 3.75, 'IMU_Acc_x': 0.29, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.85, 'Loop_dt': 22, 'Acc_Accu': 6}
{'Time': 41378, 'Left_wheel_dist': -679, 'Right_wheel_dist': -624, 'IMU_roll': -0.01, 'IMU_pitch': 0.02, 'IMU_yaw': 3.72, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.20, 'IMU_Acc_z': 9.82, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 41482, 'Left_wheel_dist': -679, 'Right_wheel_dist': -619, 'IMU_roll': 0.02, 'IMU_pitch': 0.01, 'IMU_yaw': 3.74, 'IMU_Acc_x': 0.15, 'IMU_Acc_y': -0.01, 'IMU_Acc_z': 9.79, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 41585, 'Left_wheel_dist': -679, 'Right_wheel_dist': -622, 'IMU_roll': 0.01, 'IMU_pitch': 0.02, 'IMU_yaw': 3.77, 'IMU_Acc_x': 0.02, 'IMU_Acc_y': 0.30, 'IMU_Acc_z': 9.79, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 41676, 'Left_wheel_dist': -679, 'Right_wheel_dist': -624, 'IMU_roll': -0.02, 'IMU_pitch': 0.03, 'IMU_yaw': 3.79, 'IMU_Acc_x': 0.35, 'IMU_Acc_y': -0.34, 'IMU_Acc_z': 9.85, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 41780, 'Left_wheel_dist': -679, 'Right_wheel_dist': -626, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 3.79, 'IMU_Acc_x': 0.30, 'IMU_Acc_y': -0.09, 'IMU_Acc_z': 9.82, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 41883, 'Left_wheel_dist': -679, 'Right_wheel_dist': -628, 'IMU_roll': -0.00, 'IMU_pitch': 0.04, 'IMU_yaw': 3.79, 'IMU_Acc_x': 0.36, 'IMU_Acc_y': -0.09, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 41974, 'Left_wheel_dist': -679, 'Right_wheel_dist': -628, 'IMU_roll': -0.02, 'IMU_pitch': 0.04, 'IMU_yaw': 3.81, 'IMU_Acc_x': 0.35, 'IMU_Acc_y': -0.14, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 42077, 'Left_wheel_dist': -679, 'Right_wheel_dist': -628, 'IMU_roll': 0.00, 'IMU_pitch': 0.03, 'IMU_yaw': 3.76, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.07, 'IMU_Acc_z': 9.81, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 42179, 'Left_wheel_dist': -679, 'Right_wheel_dist': -628, 'IMU_roll': 0.01, 'IMU_pitch': 0.02, 'IMU_yaw': 3.74, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.07, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 42281, 'Left_wheel_dist': -679, 'Right_wheel_dist': -628, 'IMU_roll': -0.00, 'IMU_pitch': 0.03, 'IMU_yaw': 3.77, 'IMU_Acc_x': 0.26, 'IMU_Acc_y': -0.07, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 42383, 'Left_wheel_dist': -679, 'Right_wheel_dist': -628, 'IMU_roll': -0.00, 'IMU_pitch': 0.03, 'IMU_yaw': 3.76, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.07, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 42485, 'Left_wheel_dist': -679, 'Right_wheel_dist': -628, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.77, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.07, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 42576, 'Left_wheel_dist': -679, 'Right_wheel_dist': -628, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.78, 'IMU_Acc_x': 0.26, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 42678, 'Left_wheel_dist': -679, 'Right_wheel_dist': -628, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.79, 'IMU_Acc_x': 0.26, 'IMU_Acc_y': -0.07, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 42780, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.00, 'IMU_pitch': 0.03, 'IMU_yaw': 3.77, 'IMU_Acc_x': 0.26, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 42883, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 3.79, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.07, 'IMU_Acc_z': 9.80, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 42984, 'Left_wheel_dist': -679, 'Right_wheel_dist': -628, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.80, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.07, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 43075, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.78, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.07, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 43177, 'Left_wheel_dist': -679, 'Right_wheel_dist': -628, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.78, 'IMU_Acc_x': 0.26, 'IMU_Acc_y': -0.07, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 43279, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.79, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.07, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 43381, 'Left_wheel_dist': -679, 'Right_wheel_dist': -628, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.78, 'IMU_Acc_x': 0.26, 'IMU_Acc_y': -0.07, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 43484, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.78, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.07, 'IMU_Acc_z': 9.81, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 43586, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.77, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.07, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 43677, 'Left_wheel_dist': -679, 'Right_wheel_dist': -628, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.79, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 43780, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.00, 'IMU_pitch': 0.03, 'IMU_yaw': 3.78, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.81, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 43883, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.78, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 43985, 'Left_wheel_dist': -679, 'Right_wheel_dist': -628, 'IMU_roll': -0.00, 'IMU_pitch': 0.03, 'IMU_yaw': 3.77, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 44077, 'Left_wheel_dist': -679, 'Right_wheel_dist': -630, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.77, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 22, 'Acc_Accu': 6}
