Mon Nov  9 11:56:06 2020
Joystick Mode (120s)
{'Time': 9643, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': 0.00, 'IMU_pitch': 0.04, 'IMU_yaw': 5.16, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': -0.03, 'IMU_Acc_z': 9.80, 'Loop_dt': 25, 'Acc_Accu': 1137}
{'Time': 31730, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.52, 'IMU_Acc_y': 0.07, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 31833, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 31934, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.52, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 32036, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 32139, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.52, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 32229, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 32331, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.52, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 32434, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.52, 'IMU_Acc_y': 0.07, 'IMU_Acc_z': 9.79, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 32536, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.52, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 32638, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.52, 'IMU_Acc_y': 0.07, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 32730, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.52, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 22, 'Acc_Accu': 6}
{'Time': 32832, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 32934, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.52, 'IMU_Acc_y': 0.07, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 33036, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.52, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 33138, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.52, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 33229, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2278, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.52, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 33332, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.52, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 33434, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.52, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 33537, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.52, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 33638, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.52, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 33729, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.52, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 33831, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.52, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 33933, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.52, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 34035, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.52, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 34138, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.52, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 34240, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.52, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 34331, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.52, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.78, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 34434, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.52, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 34535, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.52, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 34637, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.52, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 34741, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.52, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 23, 'Acc_Accu': 7}
{'Time': 34832, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 34934, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.52, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 35037, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 35139, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 35230, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.52, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 35333, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.52, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 35435, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.52, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 35537, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 35639, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.52, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 35729, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 35831, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.52, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 35934, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.52, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 36036, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.52, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 36139, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.52, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 36230, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.52, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.80, 'Loop_dt': 22, 'Acc_Accu': 6}
{'Time': 36332, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 36434, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.52, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 36536, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.52, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 36638, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.52, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 36741, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.52, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 36832, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.52, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 22, 'Acc_Accu': 6}
{'Time': 36934, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.52, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 37037, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.52, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 37138, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 37240, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.50, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 37331, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.52, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 37433, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.52, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 37535, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.52, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 37638, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.79, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 37741, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.52, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 37832, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.52, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 37935, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.52, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 38037, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.52, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 38139, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 38241, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.52, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 38331, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 38433, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.52, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 38536, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.52, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 38638, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.52, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 38740, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.52, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 38842, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.52, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 38933, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.52, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 39035, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.52, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 39137, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 39239, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.52, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 39342, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.52, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 39433, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.52, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 22, 'Acc_Accu': 6}
{'Time': 39535, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.52, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 39638, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.52, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 39739, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.52, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 39841, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.52, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 39944, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.52, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 40034, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.52, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 40136, 'Left_wheel_dist': -2355, 'Right_wheel_dist': -2275, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 4.97, 'IMU_Acc_x': 0.51, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.81, 'Loop_dt': 21, 'Acc_Accu': 7}
